Producer	Time	Sum of Input-Data-Rate											
spine2	1.50429E+18	10965207											
spine2	1.50429E+18	10878715											
spine2	1.50429E+18	10842599				average	10749864.96		19724738		28853379		16362493
spine2	1.50429E+18	10810301											
spine2	1.50429E+18	10725969				average2	17682		11342809		24275652		10656261
spine2	1.50429E+18	10816329											
spine2	1.50429E+18	10748434				% difference	99.8355%		42.4945%		15.8655%		34.8739%
spine2	1.50429E+18	10817112											
spine2	1.50429E+18	10801646											
spine2	1.50429E+18	10835955											
spine2	1.50429E+18	10796945											
spine2	1.50429E+18	10838029											
spine2	1.50429E+18	10881783											
spine2	1.50429E+18	10860655											
spine2	1.50429E+18	10690854											
spine2	1.50429E+18	10693462											
spine2	1.50429E+18	10736713											
spine2	1.50429E+18	10709687											
spine2	1.50429E+18	10680135											
spine2	1.50429E+18	10654686											
spine2	1.50429E+18	10679593											
spine2	1.50429E+18	10697953											
spine2	1.50429E+18	10736290											
spine2	1.50429E+18	10542944											
spine2	1.50429E+18	10558353											
spine2	1.50429E+18	10611905											
spine2	1.50429E+18	10624800											
spine2	1.50429E+18	10601217											
spine2	1.50429E+18	10529188											
spine2	1.50429E+18	10599041											
spine2	1.50429E+18	10559719											
spine2	1.50429E+18	10640693											
spine2	1.50429E+18	10639752											
spine2	1.50429E+18	10596092											
spine2	1.50429E+18	10641264											
spine2	1.50429E+18	10645133											
spine2	1.50429E+18	10678404											
spine2	1.50429E+18	10731822											
spine2	1.50429E+18	10750918											
spine2	1.50429E+18	10741904											
spine2	1.50429E+18	10830146											
spine2	1.50429E+18	10843173											
spine2	1.50429E+18	10840122											
spine2	1.50429E+18	10933427											
spine2	1.50429E+18	10857478											
spine2	1.50429E+18	10874468											
spine2	1.50429E+18	10883623											
spine2	1.50429E+18	10837446											
spine2	1.50429E+18	10815180											
spine2	1.50429E+18	10819553											
spine2	1.50429E+18	10861169											
spine2	1.50429E+18	10815791											
spine2	1.50429E+18	10776602											
spine2	1.50429E+18	10816118											
spine2	1.50429E+18	10846076											
